user_id,sku_id
65983,54357
170594,87933
22673,54357
146587,22886
194990,8585
40102,2148
89494,2148
40831,70491
37230,37427
72398,73250
25872,4732
143680,77745
163068,42838
222422,2148
183379,4732
154859,71940
28126,51916
132527,71940
217896,45173
158701,38108
69953,4732
223160,87933
36781,146926
124145,131210
150767,102166
5229,71184
142896,64160
33101,2148
37043,104129
217949,132826
89443,97007
130314,4732
27910,71940
99633,54357
25796,117692
94036,131210
100547,71940
21385,102226
177545,56608
137019,131210
38424,37427
131391,3930
25629,37546
25977,37427
76819,32744
187796,102166
15010,71940
231267,1286
93346,149462
98135,54357
178578,5916
51760,54357
88819,45173
120824,37427
30366,3930
165946,111017
133000,51916
204111,64160
59745,84544
102550,71940
204668,22140
64105,77745
12252,79122
24344,112141
52772,146926
57050,97007
194775,70491
120840,8585
54910,2148
77945,22140
183694,71940
152764,45173
197037,54357
154973,71940
178117,71184
191294,80497
160447,160686
22502,104129
22465,8585
19063,71940
207035,77745
2169,2148
119626,2148
133748,146926
163949,77745
109123,38108
30696,8585
23215,71940
133078,8585
72849,54357
50772,160362
100830,8585
213741,71940
198533,71940
199842,4732
4704,146926
146337,64160
65663,8585
175760,166897
123770,54357
75353,8585
153210,8585
48589,54357
8650,111017
139092,7196
46368,112141
128863,97007
136994,22140
222608,4732
169546,105031
69485,112550
22649,131210
107248,4732
30862,4732
120892,11257
106469,146926
156072,3930
157382,54357
195280,51916
206948,104297
214188,87331
151363,54357
218371,54357
222843,8585
34310,80497
139514,2148
193831,84544
91075,64160
207748,2148
23491,170699
167181,168434
171551,77745
182335,64160
212349,4732
198742,42988
225571,8585
13850,117692
193627,54357
201986,64709
35530,89007
160186,14739
48127,64160
151948,71940
165078,54357
185775,71940
141244,7196
84846,45980
161629,63585
230767,42988
152295,37427
17303,162344
179042,71940
213591,71940
223349,22140
197251,2148
21130,79454
57811,170626
122687,112550
96415,37427
205086,2148
189559,6156
102992,71940
27572,97007
38324,8585
52761,14739
175982,37546
49045,97007
2841,84544
53102,2148
165055,8585
101724,8585
24111,170626
29891,8585
59581,77745
200485,54357
129392,80497
154030,87933
146491,146926
201261,43405
64394,42988
186399,79080
139293,2148
65363,84544
60783,170626
44917,54357
215037,98989
127935,54357
139050,42988
65387,71940
153042,8585
104882,8585
147918,97007
22128,37427
24029,4732
59923,97007
116390,111017
223004,87933
49492,7196
105902,170699
41970,84544
230232,89629
177335,117692
66473,149462
146509,79080
213173,42988
98621,122369
29808,112141
37129,71184
157761,3930
176656,54357
55581,84544
156055,146926
106605,4732
159539,22140
73964,14739
152669,8585
22333,54357
190878,112141
58233,37427
231059,71940
85790,14739
180210,112141
188274,14739
165854,32744
148489,162344
22443,79122
116639,54357
230361,112141
73121,156650
42318,61963
190009,8585
97154,84544
94261,4732
51201,45980
229131,126267
231979,149462
66411,56055
192813,2148
58650,77745
12376,4732
215285,45173
196832,14739
142474,54357
39037,112550
10097,8585
133704,8585
223194,4732
232530,64160
71183,2148
146289,102166
178830,2148
55072,71940
194076,84544
174229,149462
17145,8585
230665,42988
220716,8585
136805,6156
170588,112550
55666,104937
48047,43025
129455,71940
182502,84544
166437,102166
25353,8585
141479,107700
63622,8585
145112,14739
185831,162344
64161,71940
37637,45173
24549,96941
79957,54357
125494,87933
133243,71940
66985,54357
48789,127931
224533,112141
22656,96941
67836,54357
112536,97007
36168,28443
103293,63585
39526,112141
224616,162344
34205,105031
168983,45173
153423,4732
171659,51916
37825,54357
21020,4732
163416,8585
166063,102166
37672,2148
196148,42838
37832,51558
197913,8585
229170,42988
171969,146926
20768,65823
223860,146926
7654,8585
97898,97007
221314,90902
186722,53150
136610,42988
22230,111017
13995,81515
182883,111017
192684,1286
134039,54357
157662,54357
14227,82481
30051,45173
112967,2148
138197,7877
48627,162344
223064,3930
64395,86604
99046,162344
12094,42988
190680,42988
144142,64160
167005,22140
147242,8832
84228,14739
28672,122369
115532,8585
48024,4732
194251,63585
26655,2148
108807,56608
75257,105031
164120,42988
45255,8585
143183,97007
106513,4732
107469,79080
98437,4732
33808,37427
162888,107700
99953,97007
214717,87933
211145,2148
102031,2148
58783,29827
161773,42988
217945,139648
217865,102166
144078,4732
89862,4732
43789,71940
207528,162344
62187,112141
212727,8585
148016,43025
162529,84544
41616,37427
195434,87933
133810,54357
26858,54357
71757,117226
159744,54357
67161,22140
109344,170699
90722,22140
124329,71940
50594,134452
114980,54357
200078,14739
30557,2148
151279,77745
229242,105031
165145,112141
118002,71940
195101,56608
177723,154495
171650,64160
3203,8585
206547,71940
141461,54357
124699,71184
171731,156
223043,54357
25345,8585
183583,1286
26407,122369
96388,45173
159881,54357
43876,54357
34587,42988
194711,4732
154081,111017
55636,112141
16833,71940
223186,4732
62426,82259
97993,2148
132872,89007
167675,2148
88726,84544
28693,42988
229254,14739
135805,97007
62301,8585
171916,8585
168620,2148
2694,78285
165300,8585
195391,135147
30018,102166
163957,8585
148007,112141
135799,71940
53471,22140
106353,8585
174952,71940
89392,71184
153196,71940
17485,1286
177839,71940
87977,71940
71940,37427
117672,146926
186161,2148
121827,37427
179810,84544
117984,28443
21646,54357
164427,156650
92044,22140
59374,42440
114899,4732
150693,64160
51155,146926
161599,64160
110993,97007
119146,72126
203700,37427
97527,97007
208483,7196
195291,143407
54930,2148
110507,64160
87801,168043
152324,53150
231521,146926
29656,71940
175157,56608
70291,4732
139193,146926
225151,162759
220987,37427
51504,45173
98501,8585
153558,102166
111337,2148
174643,162344
36802,71940
110671,5874
84685,79122
162676,55983
183587,4732
7176,64160
206757,146926
216687,8585
44852,77745
78708,37427
149425,6156
181566,122369
192232,71940
89388,8710
34044,156650
56376,9159
26059,146926
130962,73250
33302,42988
218955,4732
118906,146926
148796,54357
170242,166897
117374,8585
38601,2148
140167,64160
196155,146926
158546,96941
21890,2148
86535,64160
80199,56608
37012,4732
112735,42988
198035,71940
55433,1286
5347,54357
49890,42440
156717,42988
222752,37427
190500,139648
18270,149462
184205,4732
121802,54357
201852,10922
145610,4732
160398,72126
125425,84544
27002,22140
202565,37427
215437,51916
98989,71940
149975,2148
191079,8585
161399,97007
22343,9159
153023,1286
71202,97007
163111,4732
202386,79122
87176,102166
5113,54357
173814,77745
205661,4732
29235,170864
27648,168043
24024,4732
68228,71940
165752,45173
45305,41618
111787,14739
88976,97007
55185,41618
67879,8585
100507,54357
136763,81515
22169,91182
149088,84544
216103,4732
157638,7196
43927,84544
204100,77745
207389,43405
64060,64160
147494,97007
21718,71940
60485,64160
146725,97007
119632,4732
146901,131210
195109,102166
221366,79080
219233,8832
181859,3930
171385,8585
158207,37546
67264,71940
46560,71184
35301,22140
200317,97007
170131,71940
179168,70491
228815,42988
177216,97007
53646,71184
67867,8585
203350,71940
123247,71940
129,112373
187942,4732
222520,112550
196745,64160
219309,71940
30732,84544
164820,105031
17136,112141
154510,134683
69831,96941
174535,54357
171775,4732
69385,166897
73755,4732
151265,102166
4289,54357
105323,22140
2236,8585
162660,42988
23603,22140
208825,71940
232301,4732
157291,64160
191158,71940
37548,97007
82608,2148
156595,81490
122343,162344
165205,54357
222459,156650
230183,22140
167422,82481
175026,84205
180379,45173
128257,51916
231080,14739
26934,4732
177878,105352
195370,70593
122275,45173
127517,91362
5548,79122
164703,42988
174168,97007
139890,8585
57727,54357
122048,2148
31516,44605
44690,8585
218656,142295
94713,77745
128542,71940
89633,112141
46025,9159
151549,156650
30590,6156
68894,170699
17646,54357
209209,89629
113123,143527
220680,77745
80872,97007
186361,71940
194730,8585
157223,84544
104926,42838
125936,71940
118259,163167
17057,105031
118838,160964
22302,97007
17011,79122
222801,149462
223508,71184
230534,54357
112513,2148
157086,4732
156606,100251
55741,2148
69738,112141
203797,8585
152101,4732
28242,4732
23160,1286
159762,4732
161779,146926
70078,162344
121047,97007
110880,146926
196330,79122
147053,32744
214835,71940
167938,8585
179112,64160
66345,71940
220106,111532
57407,54357
78324,102226
109757,4732
189043,2148
44342,84544
200273,54357
189271,77745
144439,70491
126622,162344
29488,88798
167545,79122
7517,2148
177043,8585
34948,54357
174565,156650
67012,112550
153888,146926
60060,71184
21338,104129
165323,105352
154036,84544
44927,112550
109919,8585
142425,71184
134731,42988
231618,71940
223241,71940
116554,97007
50352,54357
72304,168581
178083,2148
149598,41618
182961,54357
145372,105352
126580,42988
181906,45980
113820,166897
188750,162344
143883,131210
206516,8710
147915,105352
11551,87933
25938,160362
112033,64160
20867,64160
214970,71940
58397,22140
49946,64160
93484,98989
15859,7975
198011,56608
58638,81515
175638,71940
24013,61963
185299,14739
79472,22140
151887,97007
144519,8585
195374,8585
180216,8585
183618,4732
3110,37427
108643,4732
183718,37427
163469,104129
136298,42988
194970,54357
29904,2148
27398,71940
177484,8585
56632,8585
54951,84544
86007,43405
49554,4732
199079,112550
19139,22140
225747,77745
120103,97007
126776,71940
65660,8585
3682,100251
164109,38108
73841,42988
158097,3930
231164,149462
102630,42988
169850,92192
62704,51916
52733,71940
21507,8710
105002,102166
196128,54357
194224,77745
20178,2148
55944,37427
192385,71940
27048,160485
102164,81515
138912,71940
65804,77745
30813,86604
67225,166897
161458,3930
22018,154495
216857,54357
215501,54357
44336,14739
108263,54357
190342,63585
111182,72126
210360,9159
213569,8585
58317,54357
187479,8585
25616,37427
125078,84205
200569,71940
181340,97007
29855,4732
173615,8585
218262,166813
197665,84544
45614,8585
37034,38108
148649,112373
127453,82973
218993,79080
58601,8710
21253,102166
184158,8585
219431,64160
21377,4732
60369,170626
73737,2148
25319,112373
205419,71940
133086,97007
128169,64160
5489,4732
29980,37427
139366,4732
146017,87933
121429,102166
24657,53150
148401,60755
57957,3776
67928,51558
71452,146926
166677,54357
100946,37546
45006,2148
34036,54357
104805,32744
28127,143527
87005,4732
136031,2448
79527,90902
92361,8585
164493,123111
15937,7196
176075,4732
28870,2148
186915,42988
13756,54357
144394,2448
188674,51916
70721,84544
73622,51558
182995,146926
134344,89007
81982,2148
115835,51916
195553,82259
73883,9159
10715,8585
52233,54357
194896,112550
176099,8710
136563,22140
157766,4732
80179,2148
223216,8585
92701,85650
218772,149462
50960,2148
83562,45173
190061,51916
215388,97007
222057,165997
17873,71940
164156,79122
186771,8585
162666,8585
66129,140061
145932,77745
182897,22140
203531,71940
175861,2148
89427,8585
122978,51916
222427,8585
183515,97007
37506,84544
126101,42988
187193,71940
21627,56608
15633,37427
110250,8585
39862,84544
204120,42988
41213,72126
100691,102166
166074,7196
193386,154495
89310,54357
114457,14739
175870,154495
120095,102166
182208,32744
176923,8585
229361,87933
49597,54357
22442,45173
50222,77745
158624,56608
215948,54357
133801,54357
136725,54357
140523,14739
155304,146926
160919,51916
75965,22140
116157,54357
228170,8585
182176,2148
161208,71940
154143,8585
65607,54357
27144,71940
17639,85650
98861,54357
51900,45173
65723,162344
57140,8585
135791,4732
2761,44605
30518,71940
85686,81515
219915,2148
23470,4732
122391,6156
147558,22140
99665,8585
21193,54357
192181,54357
92395,84544
8092,4732
125930,71940
21761,7196
186944,64160
143882,79080
71153,54357
169545,97007
138772,102166
2795,2148
106133,32744
212787,3930
178863,112141
91447,112031
130424,62884
124776,2148
71830,71940
227174,8585
145487,42988
156838,4732
124277,81515
114270,2072
72146,146926
195459,64160
142886,2148
228143,2148
82245,112550
65637,103114
40285,81163
201616,37427
123570,54357
87773,6156
25631,54357
228033,54357
110852,84544
129638,56608
161381,8585
155465,54357
49565,169886
55099,43405
90892,71184
169446,105352
164892,71940
216768,91048
16385,4732
181790,146926
156593,28443
60974,97007
46609,64160
84122,103114
157228,1286
130872,2148
51985,79122
90406,54357
175936,156650
217068,3930
158800,63585
175189,4732
137923,112141
178105,22140
35504,22140
67832,71184
206795,8585
138530,168043
128260,54357
100262,85650
89446,14739
36960,43405
55047,54357
30090,4732
155696,112550
188263,2148
182191,71940
55690,8585
191161,8585
197083,6156
153693,66638
125009,4732
199068,64160
69774,8585
127113,4732
190949,8585
230677,81515
123918,45173
64434,71184
89760,112141
48734,6156
158180,71940
89652,8585
8121,2148
159974,81515
68100,71940
37423,79122
194061,4732
199277,2148
68908,81163
13192,102166
129636,14739
170280,54357
7289,2148
119965,2148
79565,15168
32657,122369
201456,143289
103218,2148
88722,54357
196213,81515
226183,8585
77518,112141
148227,14739
1879,43405
35912,8585
112835,71940
135335,4732
161323,37427
174754,54357
91976,54357
111298,8585
206641,64160
78615,54357
122661,8585
194742,54357
191870,77745
21836,8585
61693,71940
60832,79122
146409,146926
78950,3930
60386,64160
219669,134683
135905,22140
134183,77745
174305,8585
78246,84544
215875,105031
37229,29827
41569,63585
196339,123096
155130,84544
184927,71940
199803,170626
42049,51916
195505,123111
79256,81163
143937,22140
57564,8585
5412,45173
31036,8585
186607,8585
105665,146926
224688,54357
87326,146926
103825,14739
111565,56608
40116,44605
51629,37427
78275,71940
166904,77745
110570,8710
85443,84544
91100,2148
159262,71940
146127,77745
49362,2148
181604,37427
29109,102166
134779,4732
173186,56608
10999,14739
96911,4732
223024,8585
185003,11257
176077,64160
70146,2148
144877,56608
12725,71940
124815,111017
83805,150041
15681,8585
59111,22140
76463,77745
93806,122369
54106,146926
5573,2148
74108,81515
184818,8585
49246,64160
52964,2148
132810,9159
117033,160485
230679,38108
68178,3930
11163,97007
30764,54209
180672,45173
212190,77745
167613,90902
110893,37427
206332,146353
228072,3930
41957,54357
130025,45173
151207,71940
120490,2148
192373,97007
107783,54357
223334,54357
158764,22140
99457,54357
174904,51558
229608,4732
201673,3930
199500,71940
97528,7196
151283,53150
44510,71940
223540,8585
44370,72126
89542,71940
109830,2148
232212,42988
68121,54357
90880,97007
2803,105352
57099,2148
105413,71940
121901,4732
186512,71940
97189,54357
35663,6156
219497,37427
186882,65174
47445,4732
18166,37427
28900,159184
209301,80497
175466,51916
65672,71184
68200,77745
33764,1286
161298,8585
50591,4732
166872,8710
58494,112141
62778,8585
101531,51916
196630,7196
31434,50142
117739,71940
139712,51916
182681,79122
218146,28443
143550,77745
224732,112141
171450,54357
37375,54357
92378,2148
149535,146353
83621,8585
153573,71940
61176,42988
202059,1286
22457,8585
4538,71940
199537,51558
78297,3930
27642,32744
192569,37546
118447,111532
57900,2148
85558,84544
218520,82481
228767,54357
147430,77745
189592,97007
213494,79122
40234,2148
181418,6156
134913,143407
157771,71940
6035,42988
200623,45173
18186,79122
46602,6156
179627,2148
219077,42988
199789,14739
58504,2148
187401,7196
105847,64160
10523,8585
198170,77745
229529,37546
25241,12272
10830,54357
42084,142295
212621,37427
24578,42988
165617,162344
175361,54357
41154,54357
114846,44605
59316,112141
90439,146926
165933,2148
76434,112141
231313,54357
102835,160485
41330,166813
113056,8585
42692,54357
61605,44605
208372,8585
156997,22140
161576,71940
135952,143289
100433,71940
41947,64160
222613,54357
118194,8710
2498,97007
131975,170699
142058,71940
88576,84544
161558,37427
86850,42988
184081,4732
125082,162759
63784,82259
47756,54357
64666,84205
47262,54357
5597,122369
50397,77745
219729,19213
163576,4732
124478,154495
57325,4732
188338,71940
55311,8585
61133,103707
186331,162759
8018,7196
45273,170626
8516,64160
147289,4732
8322,89007
223612,64160
192429,84544
81827,97007
105853,54357
55166,134683
135489,71940
173072,2148
186618,8585
39946,71940
226798,70491
70433,106586
82663,2148
80335,159184
206877,84544
180056,77745
173910,4732
6739,97007
197749,64160
51169,70491
27644,37427
71664,4732
27527,71940
14861,79122
156347,2072
163672,54357
126655,84544
125635,112550
32213,77745
151480,43405
150311,146926
203910,7196
228984,71940
124950,54357
171159,2148
140377,4732
159443,64160
24311,79122
2650,42988
116609,79122
182973,8585
146306,112141
224096,170699
24193,44605
98988,6156
27310,44605
179619,37427
191761,43405
170020,14359
153884,79122
162044,3752
88317,115757
200523,64160
184481,140061
128373,9069
55892,104297
136816,7196
141698,54357
227076,146926
25890,104129
173976,6156
196098,71940
160467,71940
10654,64160
153049,79080
231270,64160
85683,54357
128521,8585
194724,122369
94307,8585
103110,83347
6405,37427
46328,64160
4192,25837
150497,135147
215776,8585
223998,64160
151695,149462
634,42988
100090,111017
36490,2148
163289,2148
11809,107700
126282,45173
132217,33726
216602,123111
81626,54357
127424,2148
105395,149462
170738,8585
60788,112141
145117,105352
33901,97007
227680,98989
44291,37546
21874,90902
214196,3930
138684,97007
78452,54357
97703,146926
21662,2148
30384,71940
16224,103707
105706,2148
63976,8585
113857,42988
24235,56608
31493,33726
38211,162344
110756,156650
3592,54357
185876,4732
206246,8585
21134,42988
217157,97007
142062,54357
119725,146926
193796,37427
163177,5977
51535,112550
121579,2148
16793,102166
196842,162344
220449,87933
140997,8585
182156,3930
170315,170626
214663,82259
63142,115836
162685,71940
183032,28443
67850,7975
102512,8585
220076,134683
201909,51916
86520,111532
56957,168043
26603,2072
218564,64160
109819,8585
218795,8585
199724,51916
88599,71940
53513,64160
79598,37427
123000,71940
164246,54357
124806,64160
64984,88798
194075,4732
42026,42988
211169,3930
21022,70491
145141,169886
230151,4732
177200,111532
21278,8585
65927,2148
47346,54357
89413,37427
211015,64160
13518,149462
174115,2148
152006,71940
138757,45173
185325,65174
43462,54357
152473,71940
229628,166813
219015,20819
112076,71940
107948,1286
187494,42988
132893,22140
83081,32744
229507,8585
70422,37441
20845,2148
2266,64160
106811,90902
190939,54357
226413,81515
170212,102166
114304,84544
136583,122369
19707,112141
110660,149462
181245,8585
166134,111017
1495,42988
143557,2148
54863,82481
29672,22140
47205,4732
228899,4732
125771,54357
152366,84544
28247,54357
8623,32744
64367,146926
219891,54357
174041,100251
185630,8585
208178,79122
120815,2148
14657,8585
142339,8585
201816,14739
60835,54357
72294,2148
204233,117692
196498,112141
223505,8585
12363,8585
89616,146926
2701,149462
145252,37427
107692,42988
16761,32744
153819,112141
21939,71940
117186,112031
158079,56608
95790,54357
224078,71940
230253,2148
94464,42988
48639,84544
153793,54357
59261,153817
102100,149462
95849,54357
188982,102166
230943,2148
35010,79122
163156,71940
168743,33726
32995,79122
302,8585
168717,104129
174283,54357
70261,112141
138223,71940
198616,42988
217038,105352
31523,54357
229391,42440
47249,2448
155862,54357
80585,37427
228704,14739
233,8585
62634,3930
145316,71940
25535,54357
75818,51916
17655,70491
127316,71940
191651,54357
181968,3930
21454,7196
33032,54357
92235,150394
105832,22140
128130,3930
177000,8585
120051,2148
162174,8585
228388,14739
201088,143527
222868,54357
221958,37427
110340,2148
183282,37427
124989,42988
190402,20819
24655,7196
91188,70491
12891,2148
29801,77745
3159,8585
150405,146926
171185,43025
66213,71940
152953,112141
99345,42988
163775,8710
164630,80497
52933,160362
201233,6156
182118,71940
133635,112141
161045,9069
121324,102166
113422,71940
145055,45173
113165,22140
127991,56608
161272,8585
197302,170626
169440,54357
142117,96941
40659,134817
216417,28443
31189,8585
37670,142295
183325,149462
20762,132831
147251,64160
177096,22140
67505,105031
134939,97007
81922,104129
109021,81515
138701,111532
80313,37441
36757,166897
225146,3930
174739,22140
42441,2148
115522,54357
59609,64160
160689,4732
154341,42988
59596,117692
126508,87933
199466,2148
176357,44605
51489,1286
146645,37427
213912,111017
112819,8585
157133,54209
153955,1286
185408,71940
199352,64709
120737,2148
211903,37546
168432,20819
177469,149462
194781,22140
64908,97007
50079,4732
132297,64160
214735,79122
122024,2148
123306,4732
200554,37546
232467,37427
189661,8585
202809,166813
214554,8585
78024,71940
225319,146926
202131,42988
36773,60755
2418,82481
7623,4732
8887,105031
47400,54357
199150,22140
196953,42440
59546,82259
143532,86227
38133,1286
90749,2148
140153,4732
68584,77745
39679,170864
106561,51916
152604,2148
90552,54357
58656,97007
55052,162344
146179,102166
208064,42988
73265,8585
145664,70593
59980,64160
58428,54357
185125,42988
147531,71940
172108,77745
184201,87933
33578,8585
54052,4732
140464,126918
50451,70491
125215,54657
142368,44605
231333,77745
106261,8585
139869,54209
211965,42988
11832,134683
166252,162759
86707,14739
53804,41009
202807,159184
79021,71940
58068,112550
54023,54357
195712,103707
182695,2148
135143,2148
30273,79122
22361,2148
187187,64160
216885,71940
108940,42988
41188,102166
110707,2148
143854,8585
59633,37427
87060,97007
225081,8585
131140,2148
68864,51916
100978,42988
134823,4732
220276,56608
92647,142295
68207,77745
109087,71940
50823,84544
8009,8585
134279,77745
137375,97007
41173,8585
44286,54209
48758,6156
161018,4732
91009,44605
231626,104297
224797,71940
38996,146926
135125,97007
34359,90902
100431,97007
140011,104129
186389,111017
69631,2072
155852,42988
6897,37427
69744,71184
177439,71940
75017,22140
160225,4732
178881,112550
199131,4732
132565,54357
114123,71184
231642,146926
172512,77745
191912,123111
9866,81515
191708,8585
169591,2148
118646,3930
113813,4732
35084,112373
61583,14739
116738,162344
91915,112141
202774,162344
34380,2148
60486,8585
219482,170699
85810,77745
211136,2148
96404,54357
153763,9159
54564,56608
87995,70491
40710,97007
129224,8585
92582,37427
44900,71940
75135,79122
21623,64160
84350,3930
52375,112141
158212,20819
15519,7877
211862,8585
171333,126267
90490,22140
125748,2148
10850,168434
200033,63585
34182,77745
196505,8585
115227,51916
195341,54357
195604,146926
76738,150041
122832,51916
20431,5916
46361,37546
91373,70491
98923,7196
97090,9159
218148,71940
127850,71940
98157,44605
120847,37427
76239,4732
212766,3930
207042,8585
63714,22140
72815,54357
57023,1286
57835,8710
194768,61963
34608,160362
25467,112141
130045,37427
118158,64160
110661,71940
185289,4732
202937,54357
152577,54357
201912,8585
164003,70888
118200,168434
149937,90902
55571,4732
152640,4732
224536,2148
184150,54357
104073,4732
121538,2148
190156,8585
49665,166897
42066,54357
64412,8585
34171,2148
66435,111532
55252,8585
212702,97007
29537,8585
12688,8585
67871,2148
198765,4732
7847,8585
11632,81515
34320,2148
96118,37427
131319,71940
194671,154495
37955,8585
138381,71940
181233,60755
63908,140061
82804,79080
217910,54357
126323,71940
174120,143527
68755,156650
192234,2148
128970,54357
81041,97007
227789,4732
198479,71184
47887,2148
52415,54357
143406,139648
178466,42440
206119,97007
231842,42988
143643,82481
62344,2148
135040,77745
64618,64160
161971,54357
52256,70491
7984,77745
135311,160362
16479,112141
66214,97007
32521,7196
118147,71940
187111,7196
86139,22140
231592,2148
101038,97007
182193,166897
200292,64160
129822,8585
74648,54357
50951,2148
960,2148
101517,162344
41059,105352
140081,41009
179824,2148
34076,8585
217050,121196
51332,63585
185225,162759
95075,71184
24289,71940
89040,22140
156400,142295
147502,22140
41918,22140
202119,6156
104391,9069
206261,134683
140100,71940
104195,127836
204663,2148
77675,8585
72609,51916
68075,37427
52138,54357
229549,4732
37413,54357
30323,44605
59166,122369
13389,3930
118195,71940
203346,111017
219430,37427
147395,44605
9919,64160
128457,2148
141588,43405
79785,71940
48840,166813
68025,44605
180740,84544
21360,90646
142070,71940
216514,134683
192501,22140
232222,37427
194987,4732
215126,79122
57258,97007
114755,102166
204620,71940
60384,3776
27114,4732
154785,8710
183753,71940
101131,54209
164727,54357
73329,64160
126534,51916
44417,54357
99733,168043
161663,51558
159572,70491
230702,80497
79320,63585
222346,3930
109234,71940
151967,45173
183841,42988
126466,90902
214871,14739
82894,71940
145668,154495
118932,71940
71930,70491
2575,4732
177175,38108
100273,4732
181446,4732
4657,72126
149512,71940
30407,64160
85719,70491
108397,8585
220087,42988
19521,150041
120656,71940
204931,143289
146648,51558
15237,71940
223307,81515
32933,102166
104420,77745
98377,80497
145995,105031
124261,64160
132775,71184
158971,156
